,Year,Mileage,Engine,Power,Seats,Price,Miles_Driven,Fuel_Type_CNG,Fuel_Type_Diesel,Fuel_Type_LPG,Fuel_Type_Petrol,Transmission_Automatic,Transmission_Manual,Owner_Type_First,Owner_Type_Fourth & Above,Owner_Type_Second,Owner_Type_Third
2484,2002,43,1896.0,66.0,5.0,2890,61515,0,1,0,0,0,1,0,0,1,0
2485,2016,60,1498.0,98.6,5.0,9279,38525,0,1,0,0,0,1,1,0,0,0
2486,2006,30,2494.0,102.0,8.0,7530,78914,0,1,0,0,0,1,1,0,0,0
2487,2013,49,814.0,55.2,5.0,3803,52567,0,0,0,1,0,1,0,0,1,0
2488,2018,53,799.0,53.64,5.0,5293,19233,0,0,0,1,0,1,1,0,0,0
2489,2012,53,1248.0,74.0,5.0,6693,48466,0,1,0,0,0,1,1,0,0,0
2490,2008,22,2835.0,118.6,6.0,12154,52816,0,1,0,0,0,1,1,0,0,0
2491,2008,30,2400.0,215.0,5.0,16718,49088,0,1,0,0,1,0,1,0,0,0
2492,2014,29,2982.0,168.5,7.0,28142,49088,0,1,0,0,1,0,1,0,0,0
2493,2018,38,1956.0,170.0,5.0,32995,29942,0,1,0,0,0,1,1,0,0,0
2494,2014,55,1248.0,74.0,5.0,7864,41977,0,1,0,0,0,1,1,0,0,0
2495,2011,52,1582.0,126.32,5.0,6845,64507,0,1,0,0,0,1,0,0,1,0
2496,2014,28,2179.0,120.0,8.0,10268,28041,0,1,0,0,0,1,1,0,0,0
2497,2013,46,1086.0,68.05,5.0,4746,34843,0,0,0,1,0,1,1,0,0,0
2498,2011,30,2494.0,100.6,8.0,12550,103147,0,1,0,0,0,1,1,0,0,0
2499,2017,26,2755.0,171.5,7.0,30637,40617,0,1,0,0,1,0,1,0,0,0
2500,2013,30,2494.0,100.0,8.0,19167,71276,0,1,0,0,0,1,1,0,0,0
2501,2015,55,1248.0,74.0,5.0,10055,21798,0,1,0,0,0,1,1,0,0,0
2502,2016,40,1582.0,126.2,5.0,20125,23980,0,1,0,0,1,0,1,0,0,0
2503,2008,30,2494.0,100.0,8.0,7225,43930,0,1,0,0,0,1,1,0,0,0
2504,2011,48,1598.0,103.6,5.0,4411,51573,0,1,0,0,0,1,0,0,1,0
2505,2015,34,2499.0,80.0,10.0,8366,74564,0,1,0,0,0,1,1,0,0,0
2506,2014,26,2696.0,184.0,7.0,14405,56908,0,1,0,0,1,0,0,0,1,0
2507,2008,47,1197.0,78.9,5.0,2966,23758,0,0,0,1,0,1,1,0,0,0
2508,2011,47,1197.0,78.9,5.0,3346,22990,0,0,0,1,0,1,1,0,0,0
2509,2013,42,1198.0,86.7,5.0,6617,27340,0,0,0,1,0,1,0,0,1,0
2510,2016,54,998.0,67.04,5.0,6845,33554,0,0,0,1,1,0,1,0,0,0
2511,2013,44,1197.0,82.0,5.0,5400,55923,0,0,0,1,0,1,1,0,0,0
2512,2015,45,1248.0,73.9,5.0,7225,21747,0,1,0,0,0,1,1,0,0,0
2513,2012,47,1197.0,78.9,5.0,6875,29405,0,0,0,1,0,1,0,0,1,0
2514,2012,35,1995.0,177.0,5.0,19395,40481,0,1,0,0,1,0,1,0,0,0
2515,2014,40,1968.0,174.33,5.0,30485,35898,0,1,0,0,1,0,0,0,1,0
2516,2014,48,1461.0,83.8,5.0,9887,54059,0,1,0,0,0,1,1,0,0,0
2517,2007,27,3200.0,199.3,7.0,11409,111245,0,1,0,0,0,1,1,0,0,0
2518,2016,52,998.0,67.0,5.0,6313,4970,0,0,0,1,1,0,1,0,0,0
2519,2007,31,1799.0,130.0,5.0,3803,47845,0,0,0,1,0,1,1,0,0,0
2520,2016,43,1197.0,81.83,5.0,8214,12800,0,0,0,1,0,1,1,0,0,0
2521,2016,56,998.0,67.1,5.0,4791,8200,0,0,0,1,0,1,1,0,0,0
2522,2015,28,2967.0,241.4,7.0,79864,13048,0,1,0,0,1,0,0,0,1,0
2523,2016,43,1197.0,81.83,5.0,9051,23612,0,0,0,1,0,1,1,0,0,0
2524,2019,56,1199.0,83.83,5.0,10602,9556,0,0,0,1,1,0,1,0,0,0
2525,2011,47,1197.0,78.9,5.0,4867,37282,0,0,0,1,0,1,1,0,0,0
2526,2013,48,1461.0,83.8,5.0,10176,46833,0,1,0,0,0,1,1,0,0,0
2527,2014,31,2179.0,138.03,5.0,8975,37282,0,1,0,0,0,1,0,0,1,0
2528,2009,43,1197.0,80.0,5.0,3422,19060,0,0,0,1,0,1,1,0,0,0
2529,2013,55,1248.0,74.0,5.0,6845,13670,0,1,0,0,0,1,1,0,0,0
2530,2015,51,814.0,55.0,5.0,3970,34175,0,0,0,1,0,1,1,0,0,0
2531,2010,34,2143.0,170.0,5.0,17494,46113,0,1,0,0,1,0,1,0,0,0
2532,2016,39,1998.0,189.08,4.0,53242,9320,0,0,0,1,1,0,1,0,0,0
2533,2010,61,624.0,35.0,4.0,760,35418,0,0,0,1,0,1,1,0,0,0
2534,2015,61,1248.0,88.5,5.0,8747,38614,0,1,0,0,0,1,0,0,1,0
2535,2017,51,1582.0,126.2,5.0,17494,31068,0,1,0,0,0,1,1,0,0,0
2536,2015,49,814.0,55.2,5.0,4183,23612,0,0,0,1,0,1,1,0,0,0
2537,2016,42,1995.0,190.0,5.0,47918,18641,0,1,0,0,1,0,0,0,1,0
2538,2016,45,1198.0,86.8,5.0,7484,24068,0,0,0,1,0,1,1,0,0,0
2539,2012,54,1248.0,73.94,5.0,5354,14663,0,1,0,0,0,1,1,0,0,0
2540,2014,44,1995.0,184.0,5.0,26697,43495,0,1,0,0,1,0,1,0,0,0
2541,2016,62,1248.0,74.0,5.0,8823,24233,0,1,0,0,0,1,1,0,0,0
2542,2013,55,1248.0,74.0,5.0,10572,52303,0,1,0,0,0,1,1,0,0,0
2543,2013,39,1498.0,97.6,5.0,3650,27961,0,0,0,1,0,1,1,0,0,0
2544,2013,33,1998.0,163.7,5.0,7986,36848,0,1,0,0,1,0,1,0,0,0
2545,2012,41,1298.0,85.8,5.0,6465,34176,0,0,0,1,0,1,1,0,0,0
2546,2008,44,1396.0,69.0,5.0,2281,80040,0,1,0,0,0,1,1,0,0,0
2547,2016,56,1120.0,70.0,5.0,6845,28907,0,1,0,0,0,1,1,0,0,0
2548,2014,52,1248.0,74.0,5.0,3803,111846,0,1,0,0,0,1,1,0,0,0
2549,2006,41,1399.0,68.0,5.0,2357,55504,0,1,0,0,0,1,0,0,0,1
2550,2016,46,1461.0,83.8,5.0,9887,33554,0,1,0,0,0,1,1,0,0,0
2551,2015,56,1120.0,70.0,5.0,7545,41219,0,1,0,0,0,1,1,0,0,0
2552,2012,45,1198.0,86.8,5.0,4943,37282,0,0,0,1,0,1,1,0,0,0
2553,2010,28,1781.0,163.2,5.0,12930,23612,0,0,0,1,1,0,1,0,0,0
2554,2014,58,796.0,47.3,5.0,4183,45360,0,0,0,1,0,1,0,0,1,0
2555,2011,38,1599.0,103.2,5.0,5172,37903,0,0,0,1,0,1,0,0,1,0
2556,2013,48,1248.0,88.8,7.0,10648,74564,0,1,0,0,0,1,1,0,0,0
2557,2012,30,1598.0,102.5,5.0,4883,44606,0,0,0,1,0,1,1,0,0,0
2558,2016,46,1582.0,126.2,5.0,21677,7179,0,1,0,0,0,1,1,0,0,0
2559,2014,47,1498.0,103.2,5.0,9887,55923,0,1,0,0,0,1,1,0,0,0
2560,2014,40,1497.0,117.3,5.0,8351,29890,0,0,0,1,0,1,1,0,0,0
2561,2005,39,1341.0,83.0,5.0,1216,56544,0,0,0,1,0,1,0,0,0,1
2562,2015,44,1197.0,82.0,5.0,8990,21083,0,0,0,1,1,0,0,0,1,0
2563,2019,44,1197.0,81.86,5.0,9796,8646,0,0,0,1,0,1,1,0,0,0
2564,2012,61,998.0,58.2,5.0,4411,56171,1,0,0,0,0,1,1,0,0,0
2565,2015,44,1197.0,82.0,5.0,6997,8699,0,0,0,1,0,1,1,0,0,0
2566,2016,43,1197.0,81.83,5.0,10967,10911,0,0,0,1,0,1,1,0,0,0
2567,2016,46,1461.0,83.8,5.0,12169,37282,0,1,0,0,0,1,1,0,0,0
2568,2009,45,1248.0,73.9,5.0,5324,54740,0,1,0,0,0,1,0,0,1,0
2569,2008,30,2494.0,102.0,8.0,8975,110778,0,1,0,0,0,1,1,0,0,0
2570,2015,59,624.0,37.5,4.0,2646,12404,0,0,0,1,0,1,0,0,1,0
2571,2019,42,1196.0,86.8,5.0,10344,621,0,0,0,1,0,1,1,0,0,0
2572,2017,43,1197.0,81.83,5.0,11409,4970,0,0,0,1,0,1,1,0,0,0
2573,2016,36,1497.0,117.3,7.0,12169,5716,0,0,0,1,0,1,1,0,0,0
2574,2015,64,1498.0,98.6,5.0,9112,18019,0,1,0,0,0,1,1,0,0,0
2575,2017,46,1582.0,126.2,5.0,19623,16777,0,1,0,0,0,1,1,0,0,0
2576,2018,50,1197.0,83.1,5.0,10648,14229,0,0,0,1,0,1,1,0,0,0
2577,2014,33,1968.0,174.3,5.0,53242,31068,0,1,0,0,1,0,1,0,0,0
2578,2015,60,1498.0,98.6,5.0,8366,37410,0,1,0,0,0,1,1,0,0,0
2579,2010,25,2993.0,235.0,5.0,28081,62832,0,1,0,0,1,0,1,0,0,0
2580,2010,36,1196.0,70.0,5.0,3650,26097,0,0,0,1,0,1,1,0,0,0
2581,2002,44,998.0,67.1,5.0,1521,57787,0,0,0,1,0,1,0,0,0,1
2582,2012,46,1086.0,68.05,5.0,4031,37282,0,0,0,1,0,1,0,0,1,0
2583,2015,50,1498.0,103.52,5.0,9066,41086,0,1,0,0,1,0,1,0,0,0
2584,2015,41,2967.0,300.0,4.0,114091,15596,0,1,0,0,1,0,1,0,0,0
2585,2017,35,1991.0,183.0,5.0,41301,15368,0,0,0,1,1,0,1,0,0,0
2586,2008,24,2773.0,201.0,5.0,15972,25476,0,0,0,1,1,0,0,0,1,0
2587,2015,48,1373.0,91.1,5.0,10192,18641,0,0,0,1,0,1,1,0,0,0
2588,2013,53,1498.0,89.84,5.0,7453,22369,0,1,0,0,0,1,1,0,0,0
2589,2017,38,1493.0,70.0,7.0,12169,25028,0,1,0,0,0,1,1,0,0,0
2590,2018,56,998.0,67.1,5.0,5522,29083,0,0,0,1,0,1,1,0,0,0
2591,2015,41,1197.0,85.8,5.0,7301,37282,0,0,0,1,0,1,1,0,0,0
2592,2017,41,1193.0,88.7,5.0,6465,62137,0,0,0,1,0,1,1,0,0,0
2593,2018,25,3198.0,197.2,7.0,46047,32019,0,1,0,0,1,0,1,0,0,0
2594,2013,37,2148.0,170.0,5.0,21677,50614,0,1,0,0,0,1,1,0,0,0
2595,2012,39,1197.0,78.9,5.0,5187,23133,0,0,0,1,1,0,1,0,0,0
2596,2009,39,1497.0,118.0,5.0,4228,45484,0,0,0,1,0,1,1,0,0,0
2597,2015,45,1968.0,141.0,5.0,23578,44630,0,1,0,0,1,0,1,0,0,0
2598,2017,58,1396.0,69.0,5.0,4563,80156,0,1,0,0,0,1,1,0,0,0
2599,2012,44,998.0,67.1,5.0,3498,50952,0,0,0,1,0,1,1,0,0,0
2600,2017,46,1582.0,126.2,5.0,20201,25140,0,1,0,0,0,1,1,0,0,0
2601,2009,44,998.0,66.1,5.0,3422,38502,0,0,0,1,0,1,1,0,0,0
2602,2011,52,998.0,67.04,5.0,5111,9610,0,0,0,1,0,1,1,0,0,0
2603,2014,40,1497.0,117.3,7.0,6465,14291,0,0,0,1,0,1,1,0,0,0
2604,2012,47,1197.0,78.9,5.0,6541,27194,0,0,0,1,0,1,1,0,0,0
2605,2010,0,3597.0,262.6,5.0,9127,33554,0,0,0,1,1,0,1,0,0,0
2606,2018,53,1396.0,88.73,5.0,13964,11508,0,1,0,0,0,1,1,0,0,0
2607,2017,54,998.0,67.04,5.0,7590,16404,0,0,0,1,0,1,1,0,0,0
2608,2011,31,1798.0,157.8,5.0,5704,19821,0,0,0,1,0,1,1,0,0,0
2609,2010,47,1399.0,68.0,5.0,3803,24233,0,1,0,0,0,1,1,0,0,0
2610,2016,64,1498.0,98.6,5.0,10952,28378,0,1,0,0,0,1,1,0,0,0
2611,2016,35,2143.0,204.0,5.0,44875,24544,0,1,0,0,1,0,1,0,0,0
2612,2015,42,2143.0,136.0,5.0,26697,33554,0,1,0,0,1,0,1,0,0,0
2613,2012,43,1985.0,163.0,5.0,18254,12427,0,1,0,0,1,0,1,0,0,0
2614,2009,27,2967.0,246.7,5.0,20536,34175,0,1,0,0,1,0,1,0,0,0
2615,2014,52,1582.0,126.32,5.0,7758,29825,0,1,0,0,1,0,1,0,0,0
2616,2011,53,1995.0,190.0,5.0,15668,43495,0,1,0,0,1,0,1,0,0,0
2617,2014,52,1582.0,126.32,5.0,8670,38525,0,1,0,0,0,1,1,0,0,0
2618,2014,52,998.0,67.04,5.0,5187,26093,0,0,0,1,0,1,1,0,0,0
2619,2010,47,1399.0,68.0,5.0,3650,67656,0,1,0,0,0,1,0,0,1,0
2620,2017,42,1198.0,82.0,6.0,8518,15413,0,0,0,1,0,1,1,0,0,0
2621,2006,39,1405.0,70.0,5.0,1521,99419,0,1,0,0,0,1,1,0,0,0
2622,2017,43,1493.0,100.0,7.0,12474,18641,0,1,0,0,1,0,1,0,0,0
2623,2015,35,1968.0,181.0,5.0,41833,31689,0,1,0,0,1,0,1,0,0,0
2624,2015,50,1197.0,81.8,5.0,5324,40312,0,0,0,1,0,1,1,0,0,0
2625,2016,74,998.0,58.33,5.0,6967,43829,1,0,0,0,0,1,1,0,0,0
2626,2017,57,1248.0,88.5,5.0,15729,15720,0,1,0,0,0,1,1,0,0,0
2627,2006,29,2609.0,116.6,8.0,4943,55841,0,1,0,0,0,1,1,0,0,0
2628,2007,29,1991.0,112.0,7.0,7606,64321,0,1,0,0,0,1,0,0,0,1
2629,2008,42,1086.0,62.1,5.0,3422,42428,0,0,0,1,0,1,1,0,0,0
2630,2014,42,2967.0,250.0,4.0,78373,37302,0,1,0,0,1,0,1,0,0,0
2631,2018,57,1248.0,88.5,5.0,13112,32262,0,1,0,0,0,1,1,0,0,0
2632,2017,55,1248.0,74.0,5.0,11028,11441,0,1,0,0,0,1,1,0,0,0
2633,2016,45,1199.0,86.76,5.0,8321,25392,0,0,0,1,0,1,1,0,0,0
2634,2014,38,2179.0,187.7,5.0,47157,34176,0,1,0,0,1,0,1,0,0,0
2635,2017,39,1998.0,189.08,4.0,54733,12718,0,0,0,1,1,0,1,0,0,0
2636,2017,49,814.0,55.2,5.0,5202,5281,0,0,0,1,0,1,1,0,0,0
2637,2008,39,2967.0,241.38,5.0,17494,27961,0,1,0,0,1,0,0,0,1,0
2638,2016,40,1197.0,81.86,5.0,11028,3728,0,0,0,1,0,1,1,0,0,0
2639,2018,66,1248.0,74.0,5.0,12169,6835,0,1,0,0,0,1,1,0,0,0
2640,2015,53,1498.0,89.84,5.0,11150,49749,0,1,0,0,0,1,1,0,0,0
2641,2016,44,998.0,67.1,5.0,5096,18597,0,0,0,1,0,1,1,0,0,0
2642,2013,47,1498.0,103.2,5.0,6693,30512,0,1,0,0,0,1,1,0,0,0
2643,2012,41,1496.0,88.7,5.0,4548,34175,0,0,0,1,0,1,1,0,0,0
2644,2015,43,1199.0,88.7,5.0,8518,14291,0,0,0,1,0,1,1,0,0,0
2645,2016,47,1498.0,88.73,5.0,10085,34005,0,1,0,0,0,1,1,0,0,0
2646,2018,50,1498.0,108.62,5.0,12017,19527,0,1,0,0,0,1,1,0,0,0
2647,2015,39,1497.0,116.3,5.0,10648,33207,0,0,0,1,0,1,1,0,0,0
2648,2014,38,1198.0,86.8,5.0,7530,17398,0,0,0,1,1,0,1,0,0,0
2649,2017,33,1598.0,103.52,5.0,13980,8333,0,0,0,1,1,0,1,0,0,0
2650,2011,39,1493.0,110.0,5.0,7758,43495,0,1,0,0,0,1,1,0,0,0
2651,2015,49,1396.0,88.76,5.0,8975,50523,0,1,0,0,0,1,1,0,0,0
2652,2019,50,1197.0,83.1,5.0,14466,8434,0,0,0,1,1,0,1,0,0,0
2653,2008,26,2354.0,158.8,5.0,5932,46602,0,0,0,1,0,1,0,0,1,0
2654,2014,44,1197.0,85.8,5.0,8199,36232,0,0,0,1,0,1,0,0,1,0
2655,2009,45,1248.0,73.9,5.0,4563,55923,0,1,0,0,0,1,0,0,1,0
2656,2012,55,1248.0,74.0,5.0,6541,51573,0,1,0,0,0,1,1,0,0,0
2657,2017,49,1197.0,83.14,5.0,10268,23165,0,0,0,1,0,1,1,0,0,0
2658,2017,44,1197.0,82.0,5.0,6845,14291,0,0,0,1,0,1,1,0,0,0
2659,2010,41,1399.0,68.0,5.0,4183,50952,0,1,0,0,0,1,1,0,0,0
2660,2016,56,1582.0,126.2,5.0,13690,19262,0,1,0,0,0,1,1,0,0,0
2661,2014,47,1399.0,68.05,5.0,3879,27962,0,1,0,0,0,1,0,0,1,0
2662,2014,49,1248.0,88.8,5.0,5385,31345,0,1,0,0,0,1,1,0,0,0
2663,2009,31,1799.0,130.0,5.0,6465,55302,0,0,0,1,0,1,1,0,0,0
2664,2007,46,796.0,46.3,5.0,1825,44738,0,0,0,1,0,1,0,0,1,0
2665,2013,52,1995.0,190.0,5.0,29663,55923,0,1,0,0,1,0,1,0,0,0
2666,2015,37,2179.0,140.0,7.0,18254,47224,0,1,0,0,0,1,0,0,1,0
2667,2012,54,1248.0,73.94,5.0,5932,48716,0,1,0,0,0,1,1,0,0,0
2668,2017,57,1248.0,88.5,5.0,13888,23876,0,1,0,0,0,1,1,0,0,0
2669,2011,35,1196.0,73.0,7.0,3422,27961,0,0,0,1,0,1,1,0,0,0
2670,2012,41,1197.0,85.8,5.0,4943,51573,0,0,0,1,0,1,1,0,0,0
2671,2017,40,1582.0,126.2,5.0,22498,31174,0,1,0,0,1,0,1,0,0,0
2672,2010,52,998.0,67.04,5.0,3574,23501,0,0,0,1,0,1,1,0,0,0
2673,2015,64,793.0,47.0,5.0,4715,20826,0,1,0,0,0,1,1,0,0,0
2674,2014,30,2199.0,194.3,7.0,19623,68350,0,1,0,0,1,0,1,0,0,0
2675,2017,49,814.0,55.2,5.0,3803,37282,0,0,0,1,0,1,1,0,0,0
2676,2013,43,1197.0,82.85,5.0,5552,57419,0,0,0,1,0,1,1,0,0,0
2677,2014,40,1591.0,121.3,5.0,11409,27961,0,0,0,1,0,1,1,0,0,0
2678,2013,43,1198.0,86.8,5.0,5689,20997,0,0,0,1,0,1,1,0,0,0
2679,2017,47,1197.0,81.8,5.0,8914,16358,0,0,0,1,0,1,1,0,0,0
2680,2018,45,2143.0,167.62,5.0,60270,12802,0,1,0,0,1,0,1,0,0,0
2681,2018,59,1248.0,74.0,5.0,10724,38143,0,1,0,0,0,1,1,0,0,0
2682,2018,66,1248.0,74.0,5.0,11409,7145,0,1,0,0,1,0,1,0,0,0
2683,2012,59,936.0,57.6,5.0,3194,36039,0,1,0,0,0,1,1,0,0,0
2684,2014,32,1798.0,157.75,5.0,17646,23612,0,0,0,1,1,0,1,0,0,0
2685,2012,34,2143.0,167.62,5.0,29283,30447,0,1,0,0,1,0,0,0,1,0
2686,2017,32,2393.0,147.8,8.0,27260,44864,0,1,0,0,0,1,1,0,0,0
2687,2016,47,1197.0,78.9,5.0,5476,4349,0,0,0,1,0,1,1,0,0,0
2688,2014,60,1498.0,98.6,5.0,6845,12427,0,1,0,0,0,1,0,0,1,0
2689,2017,51,1396.0,88.76,5.0,11257,8737,0,1,0,0,0,1,1,0,0,0
2690,2018,27,2987.0,254.79,5.0,90193,19079,0,1,0,0,1,0,1,0,0,0
2691,2011,28,2179.0,120.0,7.0,8366,31930,0,1,0,0,0,1,1,0,0,0
2692,2006,35,1341.0,83.0,5.0,2662,27340,0,0,0,1,0,1,0,0,1,0
2693,2016,50,1197.0,83.1,5.0,10268,7585,0,0,0,1,0,1,1,0,0,0
2694,2011,38,1991.0,123.7,5.0,6008,34175,0,1,0,0,0,1,1,0,0,0
2695,2011,40,1591.0,121.3,5.0,6389,38276,0,0,0,1,0,1,1,0,0,0
2696,2016,39,1497.0,118.0,5.0,12778,17655,0,0,0,1,0,1,1,0,0,0
2697,2017,40,1197.0,103.5,5.0,12550,17307,0,0,0,1,1,0,1,0,0,0
2698,2013,45,1198.0,86.8,5.0,5035,34247,0,0,0,1,0,1,1,0,0,0
2699,2017,62,1248.0,74.0,5.0,11409,16155,0,1,0,0,0,1,1,0,0,0
2700,2012,39,1497.0,118.0,5.0,7225,28269,0,0,0,1,0,1,1,0,0,0
2701,2013,26,2696.0,184.0,7.0,13371,47224,0,1,0,0,1,0,0,0,1,0
2702,2014,30,1798.0,157.75,5.0,14451,84506,0,0,0,1,0,1,1,0,0,0
2703,2010,46,796.0,46.3,5.0,2357,23691,0,0,0,1,0,1,1,0,0,0
2704,2014,54,1396.0,90.0,5.0,8899,51232,0,1,0,0,0,1,1,0,0,0
2705,2014,37,1499.0,110.0,5.0,11439,38833,0,0,0,1,0,1,1,0,0,0
2706,2011,54,1461.0,63.1,5.0,5476,53892,0,1,0,0,0,1,1,0,0,0
2707,2016,45,1198.0,86.8,5.0,7195,17379,0,0,0,1,0,1,1,0,0,0
2708,2013,26,2696.0,184.0,7.0,15972,41241,0,1,0,0,1,0,1,0,0,0
2709,2013,38,2993.0,258.0,5.0,52542,45686,0,1,0,0,1,0,1,0,0,0
2710,2018,44,1197.0,81.86,5.0,9233,12855,0,0,0,1,0,1,1,0,0,0
2711,2018,50,1197.0,83.1,5.0,11804,15592,0,0,0,1,0,1,1,0,0,0
2712,2016,27,2498.0,112.0,8.0,11348,30556,0,1,0,0,0,1,1,0,0,0
2713,2012,51,1461.0,78.0,5.0,5309,54376,0,1,0,0,0,1,1,0,0,0
2714,2012,43,1197.0,80.0,5.0,6160,23745,0,0,0,1,0,1,0,0,1,0
2715,2013,24,2835.0,107.2,6.0,18072,30438,0,1,0,0,0,1,1,0,0,0
2716,2011,34,1794.0,138.1,5.0,9811,54680,0,0,0,1,1,0,1,0,0,0
2717,2015,37,2993.0,258.0,5.0,76061,42875,0,1,0,0,1,0,1,0,0,0
2718,2011,25,2497.0,215.0,5.0,13690,27157,0,0,0,1,1,0,1,0,0,0
2719,2016,40,1582.0,126.2,5.0,21677,36456,0,1,0,0,1,0,1,0,0,0
2720,2017,43,1493.0,100.0,7.0,11196,30698,0,1,0,0,0,1,1,0,0,0
2721,2010,28,2179.0,120.0,8.0,6693,44738,0,1,0,0,0,1,1,0,0,0
2722,2016,59,799.0,53.3,5.0,4715,14912,0,0,0,1,0,1,1,0,0,0
2723,2017,52,999.0,67.0,5.0,6510,33109,0,0,0,1,1,0,1,0,0,0
2724,2017,37,1197.0,85.0,5.0,8366,7456,0,0,0,1,0,1,1,0,0,0
2725,2012,39,1896.0,105.0,5.0,10633,27961,0,1,0,0,1,0,1,0,0,0
2726,2018,58,796.0,47.3,5.0,6526,16301,0,0,0,1,0,1,1,0,0,0
2727,2014,43,1197.0,85.8,5.0,6389,34175,0,0,0,1,0,1,1,0,0,0
2728,2012,54,1396.0,90.0,5.0,6252,55923,0,1,0,0,0,1,1,0,0,0
2729,2015,36,1968.0,174.33,5.0,28522,29825,0,1,0,0,1,0,1,0,0,0
2730,2017,27,2987.0,254.79,5.0,98803,12342,0,1,0,0,1,0,1,0,0,0
2731,2010,46,1086.0,68.05,5.0,2418,34175,0,0,0,1,0,1,0,0,1,0
2732,2016,48,998.0,67.04,5.0,5476,2982,0,0,0,1,0,1,1,0,0,0
2733,2017,41,1497.0,117.3,5.0,11972,23989,0,0,0,1,0,1,0,0,1,0
2734,2018,44,1197.0,81.86,5.0,8442,2459,0,0,0,1,0,1,1,0,0,0
2735,2014,59,1498.0,98.6,5.0,9735,45981,0,1,0,0,0,1,0,0,1,0
2736,2009,41,1298.0,85.8,5.0,4031,33889,0,0,0,1,0,1,0,0,0,1
2737,2015,41,1298.0,85.8,5.0,8366,36288,0,0,0,1,0,1,1,0,0,0
2738,2013,35,2179.0,140.0,7.0,11120,45762,0,1,0,0,0,1,1,0,0,0
2739,2016,66,1248.0,88.5,5.0,10800,51573,0,1,0,0,0,1,1,0,0,0
2740,2016,52,1582.0,126.32,5.0,11911,10040,0,1,0,0,0,1,1,0,0,0
2741,2005,30,1493.0,82.0,5.0,1293,93205,0,1,0,0,0,1,1,0,0,0
2742,2014,45,1198.0,86.8,5.0,5400,13732,0,0,0,1,0,1,1,0,0,0
2743,2017,40,1197.0,81.86,5.0,12458,21774,0,0,0,1,0,1,1,0,0,0
2744,2018,44,1995.0,184.0,5.0,42594,14912,0,1,0,0,1,0,1,0,0,0
2745,2015,39,1968.0,138.03,5.0,19775,298258,0,1,0,0,1,0,1,0,0,0
2746,2011,35,1598.0,103.5,5.0,5004,43495,0,0,0,1,0,1,0,0,1,0
2747,2015,37,1197.0,85.0,5.0,6708,8555,0,0,0,1,0,1,0,0,1,0
2748,2013,44,1461.0,108.45,5.0,7590,36039,0,1,0,0,0,1,1,0,0,0
2749,2009,43,1995.0,190.0,5.0,27351,36039,0,1,0,0,1,0,1,0,0,0
2750,2018,48,1248.0,91.72,5.0,11728,11622,0,1,0,0,0,1,1,0,0,0
2751,2013,48,998.0,67.04,5.0,4259,20118,0,0,0,1,0,1,1,0,0,0
2752,2013,51,1248.0,76.9,5.0,4563,27961,0,1,0,0,0,1,1,0,0,0
2753,2015,35,2179.0,140.0,7.0,19000,22888,0,1,0,0,0,1,1,0,0,0
2754,2016,54,1248.0,88.8,5.0,7606,33677,0,1,0,0,0,1,1,0,0,0
2755,2017,43,1995.0,190.0,5.0,49652,22950,0,1,0,0,1,0,1,0,0,0
2756,2015,59,1248.0,74.0,5.0,9887,14291,0,1,0,0,0,1,1,0,0,0
2757,2015,42,1995.0,190.0,5.0,53242,8699,0,1,0,0,1,0,1,0,0,0
2758,2015,58,1396.0,69.01,5.0,3042,62182,0,1,0,0,0,1,0,0,1,0
2759,2015,35,2179.0,140.0,7.0,14390,36773,0,1,0,0,0,1,1,0,0,0
2760,2016,28,2967.0,241.4,7.0,59327,44820,0,1,0,0,1,0,0,0,1,0
2761,2009,43,1995.0,177.0,5.0,22818,49088,0,1,0,0,1,0,1,0,0,0
2762,2013,40,1591.0,121.3,5.0,9355,41588,0,0,0,1,0,1,1,0,0,0
2763,2015,30,2199.0,194.3,7.0,22057,62137,0,1,0,0,1,0,0,0,1,0
2764,2018,48,998.0,67.0,5.0,7879,17033,0,0,0,1,1,0,1,0,0,0
2765,2007,40,1061.0,64.0,5.0,1886,55923,0,0,0,1,0,1,0,0,1,0
2766,2013,43,1197.0,82.85,5.0,4259,25041,0,0,0,1,0,1,1,0,0,0
2767,2011,32,1798.0,157.75,5.0,7955,45846,0,0,0,1,1,0,0,0,1,0
2768,2005,35,1341.0,83.0,5.0,684,53437,0,0,0,1,0,1,0,0,1,0
2769,2014,44,998.0,67.1,5.0,4943,40820,0,0,0,1,0,1,1,0,0,0
2770,2015,39,796.0,34.2,5.0,2281,14291,0,0,0,1,0,1,1,0,0,0
2771,2012,47,1197.0,78.9,5.0,4335,31689,0,0,0,1,0,1,1,0,0,0
2772,2018,51,999.0,67.0,5.0,6845,11392,0,0,0,1,0,1,1,0,0,0
2773,2014,35,2147.0,107.3,5.0,24719,22369,0,1,0,0,1,0,1,0,0,0
2774,2017,40,1197.0,103.5,5.0,11789,15534,0,0,0,1,1,0,1,0,0,0
2775,2007,28,2179.0,120.0,8.0,6617,50331,0,1,0,0,0,1,0,0,0,1
2776,2019,30,2755.0,174.5,7.0,50398,13495,0,1,0,0,1,0,1,0,0,0
2777,2013,59,936.0,56.3,5.0,5522,46864,0,1,0,0,0,1,1,0,0,0
2778,2010,30,2494.0,102.0,8.0,7225,49709,0,1,0,0,0,1,1,0,0,0
