,Year,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Price,Miles_Driven
2869,2010,Diesel,Manual,Second,44,1248.0,90.0,5.0,2129,79231
2870,2014,Diesel,Manual,First,53,1248.0,74.0,5.0,5324,21754
2871,2012,Petrol,Manual,First,41,1197.0,85.8,5.0,5750,46883
2872,2015,Diesel,Manual,First,44,1405.0,69.01,5.0,4107,51573
2873,2013,Diesel,Manual,First,60,1498.0,98.6,5.0,4867,24081
2874,2016,Petrol,Manual,First,47,1197.0,81.8,5.0,7606,18641
2875,2012,Diesel,Manual,First,48,1248.0,88.8,7.0,10648,24854
2876,2014,Petrol,Manual,Second,44,1197.0,82.0,5.0,4335,12116
2877,2016,Petrol,Manual,First,46,1198.0,67.04,5.0,6465,25476
2878,2014,Petrol,Manual,Second,44,1197.0,82.0,5.0,7453,18641
2879,2017,Diesel,Manual,First,40,1956.0,170.0,5.0,25708,22990
2880,2014,Diesel,Manual,Second,51,1199.0,73.9,5.0,6465,38525
2881,2015,Petrol,Automatic,First,36,1198.0,86.7,5.0,6602,26111
2882,2012,Diesel,Automatic,First,37,1995.0,184.0,5.0,25860,31690
2883,2017,Diesel,Automatic,First,44,1995.0,184.0,5.0,43278,34417
2884,2014,Petrol,Automatic,First,36,1497.0,116.3,5.0,9355,29035
2885,2014,Diesel,Manual,First,30,2696.0,162.0,7.0,14071,36657
2886,2015,Diesel,Manual,First,62,1248.0,74.0,5.0,7377,23523
2887,2014,Diesel,Manual,First,59,1248.0,74.0,5.0,7301,44117
2888,2012,Petrol,Manual,First,43,1198.0,86.8,5.0,3498,30462
2889,2016,Petrol,Manual,First,44,1197.0,82.0,5.0,7225,6692
2890,2017,Diesel,Manual,First,53,1248.0,74.0,5.0,7606,44738
2891,2015,Petrol,Manual,First,49,814.0,55.2,5.0,3803,56544
2892,2017,Petrol,Manual,First,43,1197.0,81.83,5.0,9051,8699
2893,2014,Diesel,Automatic,Second,21,1984.0,181.0,5.0,24339,29825
2894,2014,Diesel,Manual,First,53,1498.0,89.84,5.0,9355,46687
2895,2014,Petrol,Manual,Second,49,1197.0,85.8,5.0,6160,20194
2896,2010,Diesel,Manual,Second,51,1396.0,90.0,5.0,4715,58719
2897,2013,Petrol,Manual,First,51,1197.0,81.8,5.0,8351,21685
2898,2010,Petrol,Automatic,Third,18,4806.0,394.3,4.0,65275,26346
2899,2015,Diesel,Manual,First,41,1248.0,75.0,5.0,8670,31068
2900,2014,Petrol,Manual,First,45,1198.0,86.8,5.0,4335,21747
2901,2012,Petrol,Manual,Second,43,1199.0,79.4,5.0,3574,22990
2902,2018,Petrol,Automatic,First,30,1591.0,121.3,5.0,22453,20385
2903,2008,Petrol,Manual,Second,41,1497.0,78.0,5.0,3422,73943
2904,2016,Petrol,Manual,First,43,1197.0,85.8,5.0,5552,7456
2905,2016,Diesel,Manual,First,53,1498.0,98.59,5.0,11028,29034
2906,2010,Diesel,Automatic,First,31,1995.0,170.0,5.0,16261,45568
2907,2014,Petrol,Manual,Second,40,1591.0,121.3,5.0,8366,5592
2908,2005,Diesel,Manual,Fourth & Above,30,2494.0,102.0,8.0,7758,149129
2909,2014,Petrol,Manual,First,52,998.0,67.04,5.0,4943,15796
2910,2018,Diesel,Manual,First,59,1248.0,88.5,7.0,14071,8699
2911,2008,Petrol,Manual,First,46,796.0,46.3,5.0,2586,41010
2912,2010,Petrol,Manual,First,44,998.0,66.1,5.0,4365,34376
2913,2009,Diesel,Automatic,First,25,2993.0,235.0,5.0,27001,55923
2914,2017,Petrol,Manual,First,42,1198.0,82.0,5.0,6845,26718
2915,2008,Petrol,Automatic,Second,45,1197.0,80.0,5.0,4487,36339
2916,2007,Petrol,Automatic,Second,30,1799.0,130.0,5.0,3955,57787
2917,2010,Petrol,Manual,First,47,1197.0,78.9,5.0,4563,31068
2918,2014,Diesel,Automatic,Second,34,2143.0,170.0,5.0,23578,48849
2919,2011,Petrol,Manual,First,41,1496.0,88.73,5.0,4259,22990
2920,2010,Petrol,Manual,First,39,1497.0,118.0,5.0,3803,34051
2921,2014,Diesel,Manual,First,55,1248.0,74.0,5.0,8747,18019
2922,2010,Petrol,Manual,First,51,1197.0,81.8,5.0,4259,42253
2923,2014,Petrol,Manual,First,40,1591.0,121.3,5.0,6982,36039
2924,2012,Diesel,Manual,First,54,1248.0,73.94,5.0,5552,39947
2925,2015,Diesel,Manual,First,30,2982.0,168.5,7.0,30196,19262
2926,2018,Diesel,Manual,First,40,1956.0,170.0,5.0,28142,9966
2927,2017,Petrol,Manual,First,43,1197.0,81.83,5.0,10572,12340
2928,2014,CNG,Manual,Second,62,998.0,58.16,5.0,4335,30136
2929,2012,Diesel,Manual,First,32,2179.0,138.0,7.0,5704,46845
2930,2008,Diesel,Manual,Second,45,1248.0,73.9,5.0,3498,48466
2931,2016,Diesel,Manual,First,58,1396.0,69.01,5.0,3498,48466
2932,2016,Diesel,Manual,First,66,1248.0,74.0,5.0,9051,32311
2933,2016,Petrol,Automatic,First,54,998.0,67.04,5.0,5309,18641
2934,2016,Diesel,Automatic,First,34,2993.0,258.0,5.0,72562,11963
2935,2015,Petrol,Manual,First,38,1198.0,74.0,5.0,9781,18424
2936,2011,Diesel,Manual,First,32,2179.0,138.03,7.0,6845,49709
2937,2018,Petrol,Automatic,First,31,1598.0,181.0,4.0,60468,1846
2938,2015,Petrol,Manual,First,36,1196.0,70.0,5.0,6084,13297
2939,2015,Diesel,Manual,First,61,1498.0,98.6,5.0,10618,47845
2940,2006,Diesel,Manual,Second,29,1991.0,112.0,7.0,2662,49709
2941,2013,Diesel,Manual,First,47,1968.0,108.5,5.0,7225,50800
2942,2016,Diesel,Manual,First,27,2982.0,171.0,7.0,35748,61884
2943,2014,Diesel,Manual,First,52,1582.0,126.32,5.0,11393,24724
2944,2015,Diesel,Manual,First,35,2179.0,140.0,7.0,16505,70214
2945,2017,Petrol,Manual,First,59,799.0,53.3,5.0,5324,14912
2946,2015,Petrol,Manual,Second,43,1197.0,81.83,5.0,9583,24233
2947,2012,Petrol,Automatic,First,36,1497.0,116.3,5.0,10268,22990
2948,2017,Diesel,Automatic,First,25,3198.0,197.0,7.0,43932,37970
2949,2016,Petrol,Automatic,First,32,1798.0,157.75,5.0,21646,38306
2950,2012,Diesel,Automatic,Third,53,1995.0,190.0,5.0,22818,22990
2951,2013,CNG,Manual,First,53,1373.0,80.9,7.0,8823,32932
2952,2013,Diesel,Manual,First,54,1248.0,73.94,5.0,5704,40389
2953,2011,Diesel,Manual,Second,27,2982.0,171.0,7.0,19395,91968
2954,2009,Petrol,Manual,First,37,1298.0,88.2,5.0,2966,32933
2955,2018,Petrol,Manual,First,47,1199.0,84.0,5.0,7530,13884
2956,2015,Petrol,Automatic,First,42,1497.0,117.3,5.0,12550,31068
2957,2013,Diesel,Automatic,First,31,1995.0,170.0,5.0,31930,29939
2958,2010,Diesel,Automatic,Second,33,2143.0,203.0,5.0,26621,57787
2959,2015,Diesel,Manual,First,66,1248.0,74.0,5.0,8153,33243
2960,2014,Petrol,Manual,First,37,1373.0,93.7,7.0,9659,10926
2961,2011,Petrol,Manual,First,40,1591.0,121.3,5.0,4487,22509
2962,2019,Diesel,Automatic,First,29,2179.0,147.5,5.0,84731,16092
2963,2009,Petrol,Manual,First,0,1086.0,62.0,5.0,1749,37387
2964,2017,Diesel,Automatic,First,45,2143.0,167.62,5.0,57045,6959
2965,2017,Petrol,Manual,First,47,1197.0,78.9,5.0,6191,30475
2966,2012,Diesel,Manual,First,51,1199.0,73.9,5.0,4548,27961
2967,2017,Diesel,Manual,First,57,1248.0,88.5,5.0,12017,24854
2968,2016,Diesel,Manual,First,46,1461.0,83.8,5.0,11393,22742
2969,2009,Diesel,Manual,First,42,1248.0,75.0,5.0,1673,72700
2970,2016,Diesel,Automatic,First,26,2987.0,254.8,7.0,85188,9941
2971,2016,Diesel,Manual,First,59,1186.0,73.97,5.0,5324,31068
2972,2008,Diesel,Manual,First,42,1493.0,110.0,5.0,4563,93205
2973,2014,Petrol,Manual,First,40,1591.0,121.3,5.0,9279,6835
2974,2010,Petrol,Manual,First,36,1196.0,70.0,5.0,3422,63389
2975,2016,Diesel,Manual,First,59,1248.0,74.0,5.0,9051,23612
2976,2013,Diesel,Manual,First,54,1461.0,63.12,5.0,7530,44422
2977,2015,Petrol,Manual,Second,38,1198.0,74.0,5.0,8351,28803
2978,2019,Diesel,Automatic,First,53,1995.0,190.0,5.0,10146,54059
2979,2015,Petrol,Manual,First,35,1598.0,103.52,5.0,9507,12902
2980,2014,Diesel,Automatic,First,28,2967.0,241.4,7.0,53060,31737
2981,2016,Diesel,Manual,First,61,1248.0,88.5,5.0,10496,52247
2982,2014,Diesel,Manual,First,59,1498.0,98.6,5.0,9112,34175
2983,2010,Petrol,Automatic,First,25,3498.0,272.0,5.0,15820,45360
2984,2012,Diesel,Automatic,First,34,2967.0,241.38,5.0,44115,31069
2985,2016,Diesel,Manual,Second,32,2179.0,118.3,7.0,8899,57890
2986,2006,Petrol,Automatic,Third,28,1493.0,100.0,5.0,3361,61877
2987,2010,Petrol,Manual,First,36,1586.0,103.3,5.0,3650,44738
2988,2009,Petrol,Manual,Third,34,1798.0,138.1,5.0,4563,43495
2989,2012,Petrol,Automatic,Second,33,1598.0,103.6,5.0,5704,37903
2990,2015,Petrol,Manual,First,49,814.0,55.2,5.0,4487,41327
2991,2011,Diesel,Manual,First,47,1968.0,108.5,5.0,8823,52233
2992,2012,Diesel,Manual,First,53,1248.0,74.0,5.0,7453,50206
2993,2018,Petrol,Automatic,First,33,1798.0,138.03,5.0,25784,3106
2994,2013,Diesel,Manual,First,30,2494.0,100.0,8.0,19015,57166
2995,2017,Diesel,Manual,First,64,1047.0,69.0,5.0,7606,32932
2996,2015,Petrol,Manual,First,36,1598.0,103.52,5.0,7119,24744
2997,2016,Diesel,Automatic,First,25,3198.0,197.0,7.0,45332,18019
2998,2017,Petrol,Manual,Second,59,799.0,53.3,5.0,5263,15045
2999,2012,Diesel,Manual,First,54,1396.0,90.0,5.0,6084,46602
3000,2012,Diesel,Manual,Second,41,1896.0,106.0,5.0,6845,47979
3001,2013,Diesel,Manual,First,50,1364.0,87.2,5.0,8929,46161
3002,2015,Diesel,Manual,First,36,2179.0,120.0,8.0,14451,37903
3003,2013,Diesel,Automatic,First,33,1968.0,174.3,5.0,49439,27340
3004,2014,Diesel,Manual,First,42,1248.0,73.8,8.0,5902,46006
3005,2013,Diesel,Automatic,First,53,1995.0,190.0,5.0,19897,53342
3006,2012,Diesel,Manual,First,50,1461.0,84.8,5.0,5324,32311
3007,2010,Petrol,Manual,Second,30,2354.0,177.6,5.0,5324,29204
3008,2010,Diesel,Manual,First,39,1493.0,110.0,5.0,6769,44744
3009,2015,Petrol,Manual,First,39,796.0,34.2,8.0,3574,9320
3010,2015,Petrol,Manual,First,40,1497.0,117.3,5.0,7606,298258
3011,2012,Diesel,Automatic,Second,0,2967.0,241.4,5.0,42594,15360
3012,2007,Petrol,Manual,Second,39,1388.0,68.0,5.0,3042,46602
3013,2015,Diesel,Manual,First,53,1396.0,88.73,5.0,9659,35418
3014,2015,Diesel,Automatic,First,30,2143.0,201.1,5.0,37467,25511
3015,2012,CNG,Manual,Second,61,998.0,58.2,5.0,4563,57166
3016,2016,Diesel,Manual,First,53,1498.0,98.59,5.0,12017,12427
3017,2011,Petrol,Manual,First,43,1197.0,80.0,5.0,4943,32534
3018,2016,Petrol,Manual,Second,41,1497.0,117.3,5.0,12550,10563
3019,2011,Diesel,Manual,First,54,1461.0,63.1,5.0,4335,24234
3020,2010,Diesel,Manual,Second,47,1399.0,68.0,5.0,4867,80769
3021,2013,Petrol,Manual,First,43,1198.0,75.0,5.0,2662,27961
3022,2009,Petrol,Manual,Second,30,2354.0,177.6,5.0,8747,50953
3023,2010,Petrol,Automatic,First,32,1798.0,157.75,5.0,7149,41631
3024,2017,Petrol,Manual,First,32,796.0,35.0,5.0,4411,13210
3025,2012,Diesel,Manual,First,51,1396.0,88.8,5.0,6465,34400
3026,2017,Diesel,Automatic,First,40,1582.0,126.2,5.0,22057,8077
3027,2016,Diesel,Manual,First,59,1248.0,74.0,5.0,8123,28412
3028,2014,Diesel,Manual,First,59,1248.0,74.0,5.0,5856,65243
3029,2009,Diesel,Manual,First,30,2494.0,102.0,8.0,12930,96968
3030,2016,Diesel,Manual,First,57,1120.0,71.0,5.0,6389,83885
3031,2016,Diesel,Manual,First,48,1248.0,88.7,7.0,10268,41631
3032,2016,Diesel,Automatic,First,25,3198.0,197.2,7.0,39551,55923
3033,2019,Diesel,Manual,First,53,1396.0,88.73,5.0,13097,20039
3034,2009,Petrol,Manual,First,44,998.0,67.1,5.0,2220,29204
3035,2011,Diesel,Manual,Second,49,1248.0,73.9,5.0,4259,46794
3036,2018,CNG,Manual,First,75,998.0,58.2,4.0,6084,27465
3037,2014,Petrol,Manual,First,39,1497.0,118.0,5.0,8321,36039
3038,2009,Petrol,Manual,First,41,1298.0,85.8,5.0,3726,37282
3039,2014,Diesel,Automatic,First,40,1995.0,184.0,5.0,32706,27961
3040,2010,Petrol,Manual,First,35,1368.0,90.0,5.0,2099,25597
3041,2016,Diesel,Manual,First,37,2179.0,140.0,7.0,20536,55302
3042,2009,Petrol,Automatic,Second,39,1197.0,78.9,5.0,4715,37599
3043,2016,Petrol,Manual,First,50,1197.0,83.1,5.0,8351,5281
3044,2017,Diesel,Manual,First,57,1248.0,88.5,5.0,14466,22357
3045,2012,Petrol,Manual,First,36,1196.0,70.02,5.0,3635,14385
3046,2014,CNG,Manual,First,78,998.0,67.04,5.0,4943,46393
3047,2014,Petrol,Automatic,First,42,1197.0,103.5,5.0,8594,38232
3048,2010,Diesel,Manual,First,35,2489.0,93.7,7.0,2814,56915
3049,2019,Petrol,Automatic,First,31,2995.0,340.0,5.0,3072,8884
3050,2013,Diesel,Manual,First,45,1248.0,73.9,5.0,8823,51776
3051,2017,Petrol,Manual,First,38,1199.0,74.0,5.0,10496,14202
3052,2013,Petrol,Manual,Second,40,1591.0,121.3,5.0,8138,21511
3053,2010,Petrol,Manual,First,46,1086.0,68.05,5.0,4335,34796
3054,2014,Diesel,Automatic,First,30,2143.0,204.0,5.0,34607,50331
3055,1998,Petrol,Manual,Third,40,993.0,60.0,5.0,684,59123
3056,2013,Petrol,Manual,First,47,1197.0,78.9,5.0,7058,20366
3057,2016,Diesel,Manual,First,60,1498.0,98.6,5.0,8016,32054
3058,2016,Diesel,Manual,First,33,2179.0,148.0,7.0,15212,22369
3059,2015,Petrol,Manual,First,43,1198.0,86.8,5.0,6008,13670
3060,2010,Petrol,Manual,First,39,1197.0,80.0,5.0,5141,19109
3061,2018,Petrol,Manual,First,34,1390.0,120.33,5.0,25556,23058
3062,2010,Petrol,Manual,First,39,1198.0,88.8,5.0,3027,27961
3063,2017,Petrol,Manual,First,44,1197.0,82.0,5.0,8883,20681
3064,2016,Diesel,Automatic,First,34,2993.0,270.9,5.0,54992,34246
3065,2014,Diesel,Automatic,First,38,2179.0,187.7,5.0,39095,11184
3066,2013,Diesel,Manual,First,37,2179.0,140.0,7.0,14056,81269
3067,2015,Diesel,Manual,First,53,1598.0,118.0,5.0,11637,10319
3068,2015,Diesel,Automatic,First,40,1968.0,174.33,5.0,38502,20011
3069,2013,Diesel,Manual,First,44,1461.0,108.45,5.0,7225,41631
3070,2014,Petrol,Manual,First,44,1197.0,85.8,5.0,10176,35838
3071,2012,Petrol,Manual,First,38,1198.0,73.9,5.0,4715,25476
3072,2012,Petrol,Manual,First,46,796.0,35.0,8.0,2357,40389
3073,2019,Petrol,Automatic,First,44,1197.0,81.86,5.0,10405,7551
3074,2014,Petrol,Manual,First,59,624.0,37.5,4.0,2433,10445
3075,2017,Petrol,Automatic,First,41,1395.0,147.51,5.0,33056,38040
3076,2015,Petrol,Manual,First,38,1198.0,74.0,5.0,7225,13670
3077,2015,Petrol,Manual,First,53,796.0,47.3,5.0,3726,39590
3078,2019,Diesel,Automatic,First,48,1496.0,113.98,5.0,47994,9231
3079,2012,Diesel,Automatic,Second,35,1968.0,140.8,5.0,15592,42874
3080,2019,Diesel,Manual,First,29,2198.0,158.0,7.0,41620,9101
3081,2013,Petrol,Manual,Second,37,1499.0,110.0,5.0,9887,62137
3082,2016,Petrol,Manual,First,44,1197.0,82.0,5.0,6465,13670
3083,2014,Petrol,Manual,First,42,1199.0,82.4,5.0,8366,6213
3084,2015,Petrol,Manual,First,49,1197.0,83.14,5.0,6084,66486
3085,2017,Petrol,Manual,First,41,1193.0,88.7,5.0,7073,29948
3086,2015,Diesel,Automatic,First,45,2143.0,170.0,5.0,43354,9320
3087,2014,Diesel,Manual,First,40,1998.0,163.7,5.0,10815,49755
3088,2013,Diesel,Manual,First,49,1248.0,73.9,5.0,5932,53057
3089,2017,Petrol,Manual,First,44,1197.0,81.86,5.0,8518,9134
3090,2012,Diesel,Manual,Third,66,1248.0,73.75,5.0,3422,93205
3091,2011,Diesel,Manual,First,52,1582.0,126.32,5.0,5932,21744
3092,2014,Diesel,Automatic,First,34,2993.0,270.9,5.0,43552,51285
3093,2013,Petrol,Automatic,First,32,1798.0,157.75,5.0,11028,50952
3094,2006,Petrol,Manual,Second,44,998.0,67.1,5.0,3042,32311
3095,2011,Petrol,Manual,First,38,1198.0,73.9,5.0,5324,12427
3096,2011,Petrol,Manual,First,34,1799.0,130.2,5.0,7606,34175
3097,2015,CNG,Manual,First,47,1196.0,63.0,5.0,5658,29205
3098,2014,Petrol,Manual,First,52,998.0,67.04,5.0,5248,32311
3099,2013,Diesel,Manual,First,55,1248.0,74.0,5.0,6845,26895
3100,2018,Petrol,Automatic,First,30,1591.0,121.3,5.0,21844,14835
3101,2016,Petrol,Manual,First,44,1197.0,82.0,5.0,8366,32228
3102,2013,Diesel,Manual,First,54,1461.0,63.1,5.0,4563,42874
3103,2017,Petrol,Manual,First,44,1197.0,81.86,5.0,9249,39014
3104,2013,Diesel,Manual,First,48,1598.0,103.6,5.0,7606,93205
3105,2015,Diesel,Automatic,First,29,2982.0,168.5,7.0,30804,29556
3106,2018,Diesel,Automatic,First,26,2755.0,171.5,7.0,27381,12613
3107,2015,Diesel,Automatic,First,47,2143.0,107.3,5.0,26621,30012
3108,2013,Petrol,Manual,First,49,814.0,55.2,5.0,3194,18641
3109,2012,Diesel,Manual,Second,53,1582.0,126.24,5.0,11409,22369
3110,2015,Diesel,Automatic,Second,48,1496.0,113.98,4.0,37680,17175
3111,2015,Diesel,Manual,First,46,1461.0,108.45,5.0,13158,37282
3112,2019,Diesel,Automatic,First,25,3198.0,197.0,7.0,54003,5592
3113,2014,Petrol,Manual,First,33,1798.0,138.03,5.0,15972,37748
3114,2018,Diesel,Manual,First,32,2179.0,155.0,7.0,19775,5592
3115,2012,Diesel,Automatic,First,39,2993.0,261.49,5.0,40312,25538
3116,2004,Petrol,Manual,Second,40,1061.0,64.0,5.0,2129,37282
3117,2017,Petrol,Manual,First,41,1497.0,117.3,5.0,11424,23875
3118,2014,Diesel,Manual,First,53,1248.0,74.0,5.0,6541,31068
3119,2015,Petrol,Automatic,First,42,1497.0,117.3,5.0,13614,11806
3120,2015,Diesel,Manual,First,48,1248.0,88.76,7.0,10511,36495
3121,2016,Diesel,Manual,First,44,1461.0,108.45,5.0,14831,40548
3122,2010,Diesel,Manual,Second,45,1248.0,73.9,5.0,6084,80778
3123,2011,Diesel,Manual,First,54,1248.0,73.94,5.0,5552,49088
3124,2013,Diesel,Manual,First,35,2179.0,140.0,7.0,16353,48466
3125,2015,Petrol,Manual,First,45,1198.0,86.8,5.0,6860,30529
3126,2016,Diesel,Automatic,First,0,2987.0,165.0,5.0,74874,14147
3127,2014,Diesel,Manual,First,49,1248.0,88.8,5.0,5628,33832
3128,2014,Diesel,Manual,First,30,2494.0,102.0,7.0,19760,98669
3129,2015,Petrol,Manual,First,43,1197.0,85.8,5.0,6313,38579
3130,2012,Petrol,Manual,First,40,1591.0,121.3,5.0,6693,9196
3131,2015,Petrol,Manual,First,40,1497.0,117.3,7.0,6465,16155
3132,2017,Petrol,Manual,First,42,1198.0,86.7,5.0,6465,19886
3133,2017,Petrol,Automatic,First,42,1497.0,117.3,5.0,11713,21747
3134,2015,Diesel,Automatic,First,29,2179.0,187.7,5.0,60468,32311
3135,2017,Petrol,Manual,First,40,1497.0,117.3,5.0,12930,6835
3136,2008,Petrol,Automatic,First,22,2997.0,231.1,5.0,10648,38525
3137,2002,Petrol,Manual,Third,32,1299.0,70.0,5.0,1216,40472
3138,2013,Diesel,Manual,First,30,2982.0,168.5,7.0,23198,44117
3139,2008,Petrol,Manual,First,44,998.0,66.1,5.0,3422,31917
3140,2016,Diesel,Manual,First,33,1948.0,83.1,7.0,7377,28769
3141,2012,Petrol,Automatic,Second,36,1497.0,116.3,5.0,9766,37846
3142,2012,Diesel,Manual,Second,54,1461.0,63.12,5.0,3803,58067
3143,2011,Diesel,Automatic,First,44,1582.0,126.32,5.0,8747,64622
3144,2003,Petrol,Manual,First,37,796.0,37.0,4.0,760,32311
3145,2015,Diesel,Manual,First,35,2179.0,140.0,7.0,17524,26718
3146,2014,Diesel,Manual,First,50,1248.0,88.8,5.0,6845,55923
3147,2013,Petrol,Automatic,First,35,1396.0,98.6,5.0,7225,44738
3148,2019,Diesel,Manual,First,46,1582.0,126.2,5.0,20597,33753
3149,2015,Diesel,Automatic,First,30,2143.0,201.1,5.0,35611,37052
3150,2013,Diesel,Automatic,Second,29,2982.0,168.5,7.0,29283,72079
3151,2015,Diesel,Automatic,First,21,1984.0,181.0,5.0,30424,21126
3152,2011,Diesel,Automatic,First,33,2143.0,203.0,5.0,19775,43495
3153,2010,Petrol,Manual,First,23,2354.0,180.0,5.0,6069,49709
3154,2015,Diesel,Manual,First,60,1498.0,98.6,5.0,7073,68350
3155,2013,Diesel,Manual,First,66,1248.0,73.75,5.0,7073,35078
3156,2013,Petrol,Manual,First,43,1197.0,85.8,5.0,4791,37282
3157,2013,Petrol,Automatic,First,34,1798.0,138.1,5.0,12550,34796
3158,2012,Diesel,Automatic,Second,27,4367.0,335.3,5.0,98879,39146
3159,2012,Diesel,Manual,First,53,1248.0,74.0,5.0,6845,39146
3160,2017,Diesel,Manual,First,38,1956.0,170.0,5.0,26621,9351
3161,2016,Petrol,Manual,First,47,1197.0,81.8,5.0,6556,18268
3162,2016,Petrol,Manual,First,43,1199.0,88.7,5.0,9431,15682
3163,2011,Petrol,Manual,First,38,1198.0,73.9,5.0,5050,36506
3164,2011,Petrol,Automatic,First,30,1799.0,130.0,5.0,5704,38525
3165,2013,Petrol,Manual,First,39,1496.0,88.73,5.0,7149,82020
3166,2016,Petrol,Manual,First,40,1591.0,121.3,5.0,9887,31689
3167,2009,Diesel,Manual,First,30,2494.0,102.0,8.0,11028,115077
3168,2016,Diesel,Manual,First,53,1598.0,118.0,5.0,13599,38349
3169,2018,Petrol,Manual,First,44,1194.0,94.68,5.0,11165,5527
3170,2016,Petrol,Manual,First,50,1197.0,83.1,5.0,10496,10563
3171,2016,Petrol,Manual,First,42,1199.0,88.7,5.0,8975,19497
3172,2013,Diesel,Automatic,First,52,1582.0,126.3,5.0,10268,70836
3173,2014,Diesel,Manual,First,60,1498.0,98.6,5.0,6237,50331
3174,2017,Diesel,Automatic,First,43,1968.0,147.51,5.0,41072,19262
3175,2014,Petrol,Manual,First,35,1598.0,103.52,5.0,6845,21747
3176,2013,Diesel,Automatic,First,40,1968.0,174.33,5.0,22057,37282
3177,2014,Diesel,Manual,First,55,1248.0,74.0,5.0,7986,46648
3178,2012,Diesel,Manual,Second,52,1248.0,74.0,5.0,1825,49709
3179,2006,Diesel,Manual,Second,30,2494.0,100.6,8.0,7530,91559
3180,2013,Diesel,Manual,First,46,1461.0,108.45,5.0,11409,37282
3181,2015,Petrol,Automatic,First,23,2996.0,333.0,4.0,73018,4660
3182,2015,Diesel,Manual,First,60,1498.0,98.6,5.0,6769,36039
3183,2018,Diesel,Automatic,First,27,2987.0,254.79,5.0,90740,18191
3184,2015,Diesel,Manual,First,54,1248.0,73.94,5.0,6662,35439
3185,2016,Diesel,Manual,First,66,1248.0,88.5,5.0,12017,25358
3186,2008,Petrol,Manual,Second,0,1086.0,62.0,5.0,2859,21914
3187,2018,Petrol,Automatic,First,50,1197.0,83.1,5.0,11089,21518
3188,2012,Diesel,Manual,First,55,1498.0,88.7,5.0,9127,28037
3189,2011,Diesel,Manual,Third,37,2179.0,140.0,7.0,10192,78292
3190,2009,Petrol,Manual,First,46,796.0,46.3,5.0,2281,39146
3191,2016,Diesel,Automatic,First,48,1496.0,113.98,4.0,36205,20069
3192,2014,Diesel,Manual,First,35,2179.0,140.0,7.0,11819,39325
3193,2012,Petrol,Manual,First,42,1086.0,62.1,5.0,5050,26928
3194,2015,Diesel,Manual,First,53,1248.0,74.0,5.0,7514,28931
3195,2013,Diesel,Automatic,Second,47,2143.0,107.3,5.0,16733,21126
3196,2016,Petrol,Manual,First,59,799.0,53.3,5.0,5172,29825
3197,2013,Diesel,Manual,First,53,1248.0,74.0,5.0,6343,34960
3198,2005,Petrol,Manual,Second,40,993.0,60.0,5.0,1901,52232
3199,2016,Petrol,Automatic,First,44,1197.0,82.0,5.0,8290,5592
3200,2012,Diesel,Manual,First,49,1248.0,88.8,5.0,3939,49088
3201,2015,Diesel,Manual,First,37,2179.0,140.0,7.0,18269,54618
3202,2010,Petrol,Manual,Second,41,1197.0,85.8,5.0,3726,45002
3203,2015,Diesel,Automatic,First,36,1968.0,174.33,5.0,44115,23612
3204,2010,Diesel,Automatic,First,34,2143.0,170.0,5.0,18239,66486
3205,2015,Petrol,Automatic,First,42,1497.0,117.3,5.0,12017,31689
3206,2010,Diesel,Manual,Third,30,2494.0,102.0,7.0,9507,86991
3207,2011,Petrol,Manual,Second,43,1199.0,79.4,5.0,2738,29825
3208,2013,CNG,Manual,First,62,998.0,58.16,5.0,4259,38525
3209,2015,Petrol,Manual,First,43,1199.0,88.7,5.0,7453,19262
3210,2010,Petrol,Manual,First,42,1198.0,75.0,5.0,3422,46637
3211,2017,Petrol,Automatic,First,44,1373.0,91.1,5.0,13523,31820
3212,2012,Diesel,Automatic,First,29,2982.0,168.5,7.0,22818,54059
3213,2018,Diesel,Manual,First,61,1498.0,99.0,5.0,8594,10563
3214,2014,Diesel,Manual,First,48,1248.0,88.8,7.0,10648,35418
3215,2016,Petrol,Manual,First,53,796.0,47.3,5.0,4487,5822
3216,2013,Petrol,Manual,First,45,1198.0,86.8,5.0,5020,33073
3217,2010,Diesel,Manual,Second,38,1493.0,110.0,5.0,5324,74564
3218,2007,Petrol,Manual,First,30,1493.0,100.0,5.0,3498,46637
3219,2017,Diesel,Manual,First,46,1582.0,126.2,5.0,20825,23144
3220,2013,Diesel,Manual,First,55,1364.0,67.06,5.0,4715,39767
3221,2014,Petrol,Manual,First,31,2359.0,198.25,5.0,19395,7456
3222,2017,Diesel,Manual,First,46,1582.0,126.2,5.0,20916,24953
3223,2017,Petrol,Manual,First,43,1199.0,88.7,5.0,10268,6835
3224,2014,Diesel,Manual,First,48,1598.0,103.6,5.0,7986,43502
3225,2015,Diesel,Manual,First,37,2179.0,140.0,7.0,13310,50952
3226,2017,Diesel,Manual,First,43,1493.0,100.0,7.0,13493,35579
3227,2010,Petrol,Automatic,Second,26,2354.0,142.0,5.0,9887,52195
3228,2012,Diesel,Manual,First,48,1248.0,88.76,7.0,6845,104390
3229,2012,Diesel,Manual,First,30,2696.0,162.0,7.0,19015,45776
3230,2014,Diesel,Automatic,First,29,2982.0,168.5,7.0,25556,55637
3231,2016,Diesel,Manual,First,48,1248.0,88.8,7.0,13310,53079
